,Title_x,Artist_x,id,artist_genres_x,Year_x,is_top100_x,acousticness_x,danceability_x,duration_ms_x,energy_x,instrumentalness_x,key_x,liveness_x,loudness_x,mode_x,speechiness_x,tempo_x,time_signature_x,valence_x,Title_y,Artist_y,artist_genres_y,Year_y,is_top100_y,acousticness_y,danceability_y,duration_ms_y,energy_y,instrumentalness_y,key_y,liveness_y,loudness_y,mode_y,speechiness_y,tempo_y,time_signature_y,valence_y
327,Attention,Charlie Puth,5cF0dROlMOK5uNZtivgu50,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",2018,0.0,0.109,0.775,208787.0,0.613,2.33e-05,3.0,0.134,-4.586,0.0,0.0542,100.066,4.0,0.797,,,,,,,,,,,,,,,,,,
328,All Girls Are The Same,Juice WRLD,4VXIryQMWpIdGgYR4TrjT1,"['chicago rap', 'melodic rap']",2018,0.0,0.0769,0.671,165820.0,0.529,0.000335,0.0,0.0856,-7.226,1.0,0.307,161.989,4.0,0.203,,,,,,,,,,,,,,,,,,
329,Say My Name,David Guetta,0YammaEkYSeo9vQYZ1OwS6,"['dance pop', 'edm', 'pop']",2018,0.0,0.137,0.703,198947.0,0.66,0.0,10.0,0.192,-5.119,0.0,0.123,95.031,4.0,0.79,,,,,,,,,,,,,,,,,,
330,In My Mind,Dynoro,0E9ZjEAyAwOXZ7wJC0PD33,"['edm', 'tropical house']",2018,0.0,0.176,0.694,184560.0,0.77,1.1e-05,6.0,0.118,-5.335,1.0,0.149,125.905,4.0,0.163,,,,,,,,,,,,,,,,,,
331,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,5JEx7HbmvHQQswJCsoo9rA,"['dance pop', 'edm', 'metropopolis', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",2018,0.0,0.0969,0.574,182623.0,0.758,0.0,1.0,0.395,-5.029,0.0,0.0621,144.111,4.0,0.492,,,,,,,,,,,,,,,,,,
332,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4w8niZpiMy6qz1mntFA5uM,"['dance pop', 'edm', 'electronic trap', 'pop']",2018,0.0,0.157,0.842,212500.0,0.801,4.82e-06,8.0,0.0642,-4.167,0.0,0.228,95.881,4.0,0.617,,,,,,,,,,,,,,,,,,
333,Call Out My Name,The Weeknd,09mEdoA6zrmBPgTEN5qXmN,"['canadian contemporary r&b', 'canadian pop', 'pop']",2018,0.0,0.17,0.461,228373.0,0.593,0.0,1.0,0.307,-4.954,1.0,0.0356,134.17,3.0,0.175,,,,,,,,,,,,,,,,,,
334,Lucky You (feat. Joyner Lucas),Eminem,60SdxE8apGAxMiRrpbmLY0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",2018,0.0,0.0627,0.876,244679.0,0.786,0.0,10.0,0.127,-4.884,0.0,0.306,153.068,4.0,0.575,,,,,,,,,,,,,,,,,,
335,ZEZE (feat. Travis Scott & Offset),Kodak Black,0FZ4Dmg8jJJAPJnvBIzD9z,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",2018,0.0,0.0521,0.861,228760.0,0.603,0.0,8.0,0.0924,-5.788,0.0,0.176,98.043,4.0,0.504,,,,,,,,,,,,,,,,,,
336,I Like Me Better,Lauv,2P91MQbaiQOfbiz9VqhqKQ,"['pop', 'post-teen pop']",2018,0.0,0.535,0.752,197437.0,0.505,2.55e-06,9.0,0.104,-7.621,1.0,0.253,91.97,4.0,0.419,,,,,,,,,,,,,,,,,,
337,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1wJRveJZLSb1rjhnUHQiv6,"['melodic rap', 'pop rap', 'rap', 'trap']",2018,0.0,0.0153,0.581,189487.0,0.662,0.0,9.0,0.111,-5.239,1.0,0.303,93.023,4.0,0.434,,,,,,,,,,,,,,,,,,
338,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,4hQ6UGyWQIGJmHSo0J88JW,"['dance pop', 'pop', 'post-teen pop']",2018,0.0,0.0945,0.601,207905.0,0.724,1.68e-06,6.0,0.12,-4.856,1.0,0.0486,102.061,4.0,0.508,,,,,,,,,,,,,,,,,,
339,Better,Eden,1QNinVbaAYIkaenkQVmwnB,['eurovision'],2018,0.0,0.536,0.536,203619.0,0.579,0.0,6.0,0.0632,-4.096,0.0,0.0645,77.473,4.0,0.313,,,,,,,,,,,,,,,,,,
340,Noticed,Lil Mosey,7zLYKWcXnYeHHWidalz7rj,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",2018,0.0,0.462,0.699,165000.0,0.558,0.0,11.0,0.116,-7.622,1.0,0.0603,79.992,4.0,0.493,,,,,,,,,,,,,,,,,,
341,I'm a Mess,Bebe Rexha,04ZTP5KsCypmtCmQg5tH9R,"['dance pop', 'pop', 'post-teen pop']",2018,0.0,0.00281,0.63,195519.0,0.694,0.0,11.0,0.0719,-6.257,0.0,0.0253,97.005,4.0,0.216,,,,,,,,,,,,,,,,,,
342,Girls Like You (feat. Cardi B),Maroon 5,6FRLCMO5TUHTexlWo8ym1W,"['pop', 'pop rock']",2018,0.0,0.568,0.851,235545.0,0.541,0.0,0.0,0.13,-6.825,1.0,0.0505,124.959,4.0,0.448,Girls Like You (feat. Cardi B),Maroon 5,"['pop', 'pop rock']",2018,1.0,0.568,0.851,235545.0,0.541,0.0,0.0,0.13,-6.825,1.0,0.0505,124.959,4.0,0.448
343,Mo Bamba,Sheck Wes,1xzBco0xcoJEDXktl7Jxrr,"['rap', 'trap', 'underground hip hop', 'vapor trap']",2018,0.0,0.194,0.729,183907.0,0.625,0.00986,4.0,0.248,-5.266,1.0,0.0315,146.034,4.0,0.261,,,,,,,,,,,,,,,,,,
344,Drip Too Hard (Lil Baby & Gunna),Lil Baby,78QR3Wp35dqAhFEc2qAGjE,"['atl hip hop', 'atl trap', 'rap']",2018,0.0,0.0852,0.897,145543.0,0.662,0.0,1.0,0.534,-6.903,0.0,0.292,112.511,4.0,0.389,,,,,,,,,,,,,,,,,,
345,Comme ci comme ca,Stephane legar,0poi1IyVFRKXI2jvHmdaIa,"['israeli hip hop', 'israeli pop']",2018,0.0,0.124,0.835,171636.0,0.719,0.0,1.0,0.144,-5.553,1.0,0.131,128.012,4.0,0.904,,,,,,,,,,,,,,,,,,
346,I Like It,Cardi B,58q2HKrzhC3ozto2nDdN4z,"['pop', 'pop rap', 'rap']",2018,0.0,0.099,0.816,253390.0,0.726,0.0,5.0,0.372,-3.998,0.0,0.129,136.048,4.0,0.65,I Like It,Cardi B,"['pop', 'pop rap', 'rap']",2018,1.0,0.099,0.816,253390.0,0.726,0.0,5.0,0.372,-3.998,0.0,0.129,136.048,4.0,0.65
347,3 Nights,Dominic Fike,1tNJrcVe6gwLEiZCtprs1u,"['alternative pop rock', 'pop']",2018,0.0,0.223,0.815,177667.0,0.518,0.0,7.0,0.104,-6.594,0.0,0.0897,151.891,4.0,0.877,,,,,,,,,,,,,,,,,,
348,BUTTERFLY EFFECT,Travis Scott,2cYqizR4lgvp4Qu6IQ3qGN,['rap'],2018,0.0,0.0531,0.763,190557.0,0.628,0.0,11.0,0.114,-5.85,1.0,0.05,140.958,4.0,0.193,,,,,,,,,,,,,,,,,,
349,In My Feelings,Drake,2G7V7zsVDxg1yRsu7Ew9RJ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2018,0.0,0.0589,0.835,217925.0,0.626,6e-05,1.0,0.396,-5.833,1.0,0.125,91.03,4.0,0.35,In My Feelings,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2018,1.0,0.0589,0.835,217925.0,0.626,6e-05,1.0,0.396,-5.833,1.0,0.125,91.03,4.0,0.35
350,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,27rdGxbavYJeBphck5MZAF,"['dance pop', 'pop', 'post-teen pop']",2018,0.0,0.00987,0.601,217467.0,0.794,1.36e-06,7.0,0.388,-5.844,0.0,0.0671,114.066,4.0,0.244,,,,,,,,,,,,,,,,,,
351,Beautiful (feat. Camila Cabello),Bazzi,4VUwkH455At9kENOfzTqmF,"['pop', 'post-teen pop']",2018,0.0,0.346,0.638,180000.0,0.717,0.0,2.0,0.105,-4.722,1.0,0.0337,100.027,4.0,0.249,,,,,,,,,,,,,,,,,,
352,Happy Now,Zedd,4keoy2fqgwGnbWlm3ZVZFa,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",2018,0.0,0.579,0.503,207030.0,0.741,1.49e-06,4.0,0.0712,-5.128,1.0,0.047,88.335,3.0,0.458,,,,,,,,,,,,,,,,,,
353,Allah Ma'ak,Maor Edri,38weg8UtFTFYvNonT4h7vv,['israeli mediterranean'],2018,0.0,0.0864,0.786,208800.0,0.761,0.0,2.0,0.0686,-4.503,0.0,0.0538,99.944,4.0,0.653,,,,,,,,,,,,,,,,,,
354,Детство,Rauf & Faik,381kyofsIJKajRfX9iKLs8,['russian pop'],2018,0.0,0.634,0.719,188362.0,0.607,7.76e-06,10.0,0.111,-7.323,0.0,0.0398,149.969,4.0,0.48,,,,,,,,,,,,,,,,,,
355,Mama (feat. Ellie Goulding),Clean Bandit,3WDIhWoRWVcaHdRwMEHkkS,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",2018,0.0,0.225,0.737,189973.0,0.714,3.79e-06,1.0,0.267,-6.138,0.0,0.0367,102.046,4.0,0.608,,,,,,,,,,,,,,,,,,
356,Solo (feat. Demi Lovato),Clean Bandit,6kPJZM97LwdG9QIsT7khp6,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",2018,0.0,0.0441,0.737,222653.0,0.636,6.66e-05,11.0,0.35,-4.546,0.0,0.0437,105.005,4.0,0.565,,,,,,,,,,,,,,,,,,
357,God is a woman,Ariana Grande,5OCJzvD7sykQEKHH7qAC3C,"['dance pop', 'pop', 'post-teen pop']",2018,0.0,0.0233,0.602,197547.0,0.658,6e-05,1.0,0.237,-5.934,1.0,0.0558,145.031,4.0,0.268,God is a woman,Ariana Grande,"['dance pop', 'pop', 'post-teen pop']",2018,1.0,0.0233,0.602,197547.0,0.658,6e-05,1.0,0.237,-5.934,1.0,0.0558,145.031,4.0,0.268
358,Be Alright,Dean Lewis,3EPXxR3ImUwfayaurPi3cm,"['australian pop', 'pop']",2018,0.0,0.697,0.553,196373.0,0.586,0.0,11.0,0.0813,-6.319,1.0,0.0362,126.684,4.0,0.443,,,,,,,,,,,,,,,,,,
359,"Fire On Fire - From ""Watership Down""",Sam Smith,5rFj8OzffT0iggSjcBaeND,"['pop', 'post-teen pop', 'uk pop']",2018,0.0,0.476,0.584,246735.0,0.407,0.0,1.0,0.18,-7.356,0.0,0.046,115.124,4.0,0.341,,,,,,,,,,,,,,,,,,
360,Promises (with Sam Smith),Calvin Harris,5N5k9nd479b1xpDZ4usjrg,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",2018,0.0,0.0119,0.781,213309.0,0.768,4.91e-06,11.0,0.325,-5.991,1.0,0.0394,123.07,4.0,0.486,,,,,,,,,,,,,,,,,,
361,You Are The Reason,Calum Scott,69vToJ9BMbbLlFZo7k7A7B,"['pop', 'viral pop']",2018,0.0,0.918,0.331,204326.0,0.235,0.0,10.0,0.137,-7.7,1.0,0.0299,171.232,3.0,0.218,,,,,,,,,,,,,,,,,,
362,Dancing On My Own,Calum Scott,2BOqDYLOJBiMOXShCV1neZ,"['pop', 'viral pop']",2018,0.0,0.839,0.682,260285.0,0.173,3.26e-05,1.0,0.0983,-8.749,1.0,0.0314,112.663,4.0,0.236,,,,,,,,,,,,,,,,,,
363,Armed And Dangerous,Juice WRLD,5wujBwqG7INdStqGd4tRMX,"['chicago rap', 'melodic rap']",2018,0.0,0.186,0.736,169999.0,0.67,0.0,10.0,0.114,-6.702,1.0,0.311,130.032,4.0,0.845,,,,,,,,,,,,,,,,,,
364,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,7ycWLEP1GsNjVvcjawXz3z,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2018,0.0,0.0609,0.85,205040.0,0.569,0.0816,5.0,0.1,-8.152,0.0,0.136,80.02,4.0,0.294,,,,,,,,,,,,,,,,,,
365,Lean Wit Me,Juice WRLD,3oDkdAySo1VQQG0ptV7uwa,"['chicago rap', 'melodic rap']",2018,0.0,0.0414,0.665,175755.0,0.651,0.0,1.0,0.0896,-5.515,1.0,0.156,163.935,4.0,0.237,,,,,,,,,,,,,,,,,,
366,Kiss and Make Up,Dua Lipa,7jr3iPu4O4bTCVwLMbdU2i,"['dance pop', 'pop', 'uk pop']",2018,0.0,0.0658,0.678,189173.0,0.729,0.0,8.0,0.303,-4.188,1.0,0.137,99.895,4.0,0.643,,,,,,,,,,,,,,,,,,
367,a lot,21 Savage,2t8yVaLvJ0RenpXUIAC52d,"['atl hip hop', 'rap', 'trap']",2018,0.0,0.0395,0.837,288624.0,0.636,0.00125,1.0,0.342,-7.643,1.0,0.086,145.972,4.0,0.274,,,,,,,,,,,,,,,,,,
368,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,1KVczjazCcCCgM3gXXUl47,"['pop', 'pop rap', 'post-teen pop']",2018,0.0,0.168,0.612,223543.0,0.601,0.0,8.0,0.117,-7.089,1.0,0.164,147.018,4.0,0.525,,,,,,,,,,,,,,,,,,
369,Chlorine,Twenty One Pilots,23OXdR7YuUBVWh5hSnYJau,"['modern rock', 'rock']",2018,0.0,0.0735,0.609,324467.0,0.674,0.06,10.0,0.345,-7.388,0.0,0.0548,90.009,4.0,0.315,,,,,,,,,,,,,,,,,,
370,This Feeling,The Chainsmokers,4NBTZtAt1F13VvlSKe6KTl,"['electropop', 'pop', 'tropical house']",2018,0.0,0.0558,0.575,197947.0,0.571,0.0,1.0,0.0912,-7.906,1.0,0.0439,105.049,4.0,0.449,,,,,,,,,,,,,,,,,,
371,Woman Like Me (feat. Nicki Minaj),Little Mix,222B3aljXx6fFwKmFjuBED,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",2018,0.0,0.177,0.754,229720.0,0.854,0.0,5.0,0.0808,-3.449,0.0,0.0608,75.002,4.0,0.8,,,,,,,,,,,,,,,,,,
372,Flames,David Guetta,33IOhptvC2Qoy2UhjiHXLV,"['dance pop', 'edm', 'pop']",2018,0.0,0.0723,0.609,195000.0,0.726,8.45e-06,5.0,0.0895,-4.346,0.0,0.0414,93.958,4.0,0.362,,,,,,,,,,,,,,,,,,
373,Rise,Jonas Blue,3u1S1OmAUhx5DRlLrXqyp3,"['dance pop', 'edm', 'pop', 'tropical house', 'uk dance']",2018,0.0,0.323,0.69,194408.0,0.784,0.0,1.0,0.203,-4.653,1.0,0.032,106.066,4.0,0.669,,,,,,,,,,,,,,,,,,
374,REMEDY,Alesso,6jreFSOTUAViWjKyzOC4Kg,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",2018,0.0,0.269,0.601,190295.0,0.775,0.0,0.0,0.0883,-4.612,1.0,0.0473,119.964,4.0,0.483,,,,,,,,,,,,,,,,,,
375,Look Alive (feat. Drake),BlocBoy JB,4qKcDkK6siZ7Jp1Jb4m0aL,"['rap', 'southern hip hop', 'trap', 'vapor trap']",2018,0.0,0.00104,0.922,181263.0,0.581,5.86e-05,10.0,0.105,-7.495,1.0,0.27,140.022,4.0,0.595,Look Alive (feat. Drake),BlocBoy JB,"['rap', 'southern hip hop', 'trap', 'vapor trap']",2018,1.0,0.00104,0.922,181263.0,0.581,5.86e-05,10.0,0.105,-7.495,1.0,0.27,140.022,4.0,0.595
376,Faded,Alan Walker,698ItKASDavgwZ3WjaWjtz,['electro house'],2018,0.0,0.0281,0.468,212107.0,0.627,7.97e-06,6.0,0.11,-5.085,1.0,0.0476,179.642,4.0,0.159,,,,,,,,,,,,,,,,,,
377,MIA (feat. Drake),Bad Bunny,116H0KvKr2Zl4RPuVBruDO,"['latin', 'reggaeton', 'trap latino']",2018,0.0,0.0141,0.817,210368.0,0.539,0.000496,6.0,0.099,-6.349,0.0,0.0621,97.062,4.0,0.158,,,,,,,,,,,,,,,,,,
378,Nice For What,Drake,3CA9pLiwRIGtUBiMjbZmRw,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2018,0.0,0.0891,0.586,210747.0,0.909,0.000109,8.0,0.119,-6.474,1.0,0.0705,93.394,4.0,0.757,Nice For What,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2018,1.0,0.0891,0.586,210747.0,0.909,0.000109,8.0,0.119,-6.474,1.0,0.0705,93.394,4.0,0.757
379,Psycho (feat. Ty Dolla $ign),Post Malone,3swc6WTsr7rl9DqQKQA55C,"['dfw rap', 'melodic rap', 'rap']",2018,0.0,0.546,0.75,221440.0,0.56,0.0,8.0,0.111,-8.094,1.0,0.105,140.06,4.0,0.459,Psycho (feat. Ty Dolla $ign),Post Malone,"['dfw rap', 'melodic rap', 'rap']",2018,1.0,0.546,0.75,221440.0,0.56,0.0,8.0,0.111,-8.094,1.0,0.105,140.06,4.0,0.459
380,Jackie Chan,Tiësto,4kWO6O1BUXcZmaxitpVUwp,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'trance', 'tropical house']",2018,0.0,0.374,0.747,215760.0,0.834,0.0,3.0,0.0586,-2.867,0.0,0.045,128.005,4.0,0.687,,,,,,,,,,,,,,,,,,
381,Youth (feat. Khalid),Shawn Mendes,1h0yImRPIVAjhhHeNVlTuC,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",2018,0.0,0.56,0.534,190867.0,0.596,0.0,6.0,0.133,-6.653,0.0,0.117,100.121,4.0,0.324,,,,,,,,,,,,,,,,,,
382,Everyday,Logic,4EAV2cKiqKP5UPZmY6dejk,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",2018,0.0,0.0425,0.667,204747.0,0.741,0.0,1.0,0.0761,-4.099,1.0,0.0378,149.908,4.0,0.422,,,,,,,,,,,,,,,,,,
383,comethru,Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,"['pop', 'post-teen pop']",2018,0.0,0.607,0.795,181613.0,0.178,0.0,0.0,0.623,-11.991,1.0,0.0574,93.982,4.0,0.608,,,,,,,,,,,,,,,,,,
384,Self Care,Mac Miller,5bJ1DrEM4hNCafcDd1oxHx,"['hip hop', 'pittsburgh rap', 'rap']",2018,0.0,0.367,0.52,345133.0,0.538,0.00187,1.0,0.119,-8.109,1.0,0.206,141.894,4.0,0.177,,,,,,,,,,,,,,,,,,
385,Can We Kiss Forever?,Kina,58wyJLv6yH1La9NIZPl3ne,[],2018,0.0,0.894,0.522,187932.0,0.128,0.026,4.0,0.0941,-18.717,1.0,0.0357,109.986,4.0,0.124,,,,,,,,,,,,,,,,,,
386,Tadow,Masego,51rPRW8NjxZoWPPjnRGzHw,"['alternative r&b', 'indie soul']",2018,0.0,0.669,0.704,301893.0,0.487,8.64e-05,9.0,0.111,-6.407,0.0,0.0604,121.726,4.0,0.313,,,,,,,,,,,,,,,,,,
387,breathin,Ariana Grande,4OafepJy2teCjYJbvFE60J,"['dance pop', 'pop', 'post-teen pop']",2018,0.0,0.0211,0.568,198160.0,0.656,1.37e-05,8.0,0.213,-5.413,1.0,0.0433,100.049,4.0,0.364,,,,,,,,,,,,,,,,,,
388,Yes Indeed,Lil Baby,6vN77lE9LK6HP2DewaN6HZ,"['atl hip hop', 'atl trap', 'rap']",2018,0.0,0.035,0.964,142273.0,0.346,0.0,5.0,0.108,-9.309,0.0,0.53,119.958,4.0,0.562,Yes Indeed,Lil Baby,"['atl hip hop', 'atl trap', 'rap']",2018,1.0,0.035,0.964,142273.0,0.346,0.0,5.0,0.108,-9.309,0.0,0.53,119.958,4.0,0.562
389,Djadja,Aya Nakamura,7sKDftgGirHWTVFMtJoDoh,['basshall'],2018,0.0,0.0617,0.829,171133.0,0.797,0.0,5.0,0.112,-5.428,1.0,0.109,97.972,4.0,0.549,,,,,,,,,,,,,,,,,,
390,STARGAZING,Travis Scott,7wBJfHzpfI3032CSD7CE2m,['rap'],2018,0.0,0.00947,0.487,270715.0,0.789,4.05e-06,8.0,0.189,-3.69,1.0,0.044,150.007,4.0,0.0564,,,,,,,,,,,,,,,,,,
391,Ruin My Life,Zara Larsson,5tAa8Uaqr4VvA3693mbIhU,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",2018,0.0,0.423,0.665,190932.0,0.699,0.0,11.0,0.0969,-5.265,1.0,0.0578,124.896,4.0,0.585,,,,,,,,,,,,,,,,,,
392,Glow Now,Marina Maximilian,4bxWLeQxTDbSH5Hi79F2NI,['israeli pop'],2018,0.0,0.409,0.576,198860.0,0.726,2.31e-06,5.0,0.155,-6.286,0.0,0.0553,144.958,4.0,0.544,,,,,,,,,,,,,,,,,,
393,Candy,Doja Cat,1VJwtWR6z7SpZRwipI12be,"['la indie', 'pop']",2018,0.0,0.513,0.689,190920.0,0.516,0.0,8.0,0.163,-5.857,1.0,0.0444,124.876,4.0,0.209,,,,,,,,,,,,,,,,,,
394,What Lovers Do (feat. SZA),Maroon 5,0GxQ1A5L9xnMOytbP6eKBG,"['pop', 'pop rock']",2018,0.0,0.0788,0.799,199849.0,0.597,5.66e-06,5.0,0.1,-5.131,0.0,0.0611,110.001,4.0,0.419,,,,,,,,,,,,,,,,,,
395,Walk It Talk It,Migos,6n4U3TlzUGhdSFbUUhTvLP,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2018,0.0,0.0876,0.907,276147.0,0.633,2.6e-06,2.0,0.106,-5.145,1.0,0.184,145.914,4.0,0.395,Walk It Talk It,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2018,1.0,0.0876,0.907,276147.0,0.633,2.6e-06,2.0,0.106,-5.145,1.0,0.184,145.914,4.0,0.395
396,Taste (feat. Offset),Tyga,5IaHrVsrferBYDm0bDyABy,"['pop rap', 'rap', 'trap']",2018,0.0,0.0236,0.884,232959.0,0.559,0.0,0.0,0.101,-7.442,1.0,0.12,97.994,4.0,0.342,Taste (feat. Offset),Tyga,"['pop rap', 'rap', 'trap']",2018,1.0,0.0236,0.884,232959.0,0.559,0.0,0.0,0.101,-7.442,1.0,0.12,97.994,4.0,0.342
397,Electricity (with Dua Lipa),Silk City,5N4erncE7kuUccm7zEmwzk,"['edm', 'house']",2018,0.0,0.0104,0.588,238173.0,0.67,3.33e-06,0.0,0.338,-6.439,1.0,0.0473,118.159,4.0,0.505,,,,,,,,,,,,,,,,,,
398,September,"Earth, Wind & Fire",7Cuk8jsPPoNYQWXK9XRFvG,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",2018,0.0,0.165,0.694,215080.0,0.831,0.000892,9.0,0.25,-7.288,1.0,0.0301,125.901,4.0,0.98,,,,,,,,,,,,,,,,,,
399,YOSEMITE,Travis Scott,7lAK3oHbfEnvUQWosrMMpR,['rap'],2018,0.0,0.283,0.785,150043.0,0.554,3.4e-06,0.0,0.116,-6.571,1.0,0.0409,128.047,4.0,0.144,,,,,,,,,,,,,,,,,,
400,Someone You Loved,Lewis Capaldi,2TIlqbIneP0ZY1O0EzYLlc,"['pop', 'uk pop']",2018,0.0,0.751,0.501,182161.0,0.405,0.0,1.0,0.105,-5.679,1.0,0.0319,109.891,4.0,0.446,,,,,,,,,,,,,,,,,,
401,All The Stars (with SZA),Kendrick Lamar,3GCdLUSnKSMJhs4Tj6CV3s,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2018,0.0,0.0605,0.698,232187.0,0.633,0.000194,8.0,0.0926,-4.946,1.0,0.0597,96.924,4.0,0.552,All The Stars (with SZA),Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2018,1.0,0.0605,0.698,232187.0,0.633,0.000194,8.0,0.0926,-4.946,1.0,0.0597,96.924,4.0,0.552
402,I Love,Joyner Lucas,30z4LVkScpeNhwHFIB8Ewa,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",2018,0.0,0.274,0.671,210197.0,0.565,6.51e-05,11.0,0.37,-7.401,0.0,0.16,150.014,4.0,0.561,,,,,,,,,,,,,,,,,,
403,Always Remember Us This Way,Lady Gaga,2rbDhOo9Fh61Bbu23T2qCk,"['dance pop', 'pop', 'post-teen pop']",2018,0.0,0.299,0.553,210200.0,0.502,0.0,0.0,0.764,-5.972,1.0,0.0409,129.976,4.0,0.296,,,,,,,,,,,,,,,,,,
404,Shotgun,George Ezra,4ofwffwvvnbSkrMSCKQDaC,"['folk-pop', 'neo-singer-songwriter', 'pop']",2018,0.0,0.286,0.672,201287.0,0.735,0.0,5.0,0.242,-4.733,1.0,0.0457,115.741,4.0,0.754,,,,,,,,,,,,,,,,,,
405,River,Bishop Briggs,3mRLHiSHYtC8Hk7bzZdUs1,"['electropop', 'modern alternative rock', 'modern rock', 'pop']",2018,0.0,0.302,0.733,216133.0,0.477,2.97e-06,2.0,0.0579,-6.737,0.0,0.0687,62.507,4.0,0.545,,,,,,,,,,,,,,,,,,
406,Polaroid,Jonas Blue,1wsLHgXJ4SKIfd5ePSX1hD,"['dance pop', 'edm', 'pop', 'tropical house', 'uk dance']",2018,0.0,0.293,0.652,193377.0,0.897,0.0,7.0,0.0722,-4.481,0.0,0.036,114.033,4.0,0.475,,,,,,,,,,,,,,,,,,
407,Born To Be Yours,Kygo,0kHyKhJMukHEPfeh8s7rdM,"['edm', 'pop', 'tropical house']",2018,0.0,0.3,0.688,193321.0,0.688,0.0,3.0,0.0982,-5.84,1.0,0.0357,114.011,4.0,0.451,,,,,,,,,,,,,,,,,,
408,bitches broken hearts,Billie Eilish,5t3Vk8bRKylx4fjj7qlbib,"['electropop', 'pop']",2018,0.0,0.919,0.777,176472.0,0.422,0.00877,0.0,0.0958,-10.114,1.0,0.0482,120.041,4.0,0.187,,,,,,,,,,,,,,,,,,
409,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,5CLGzJsGqhCEECcpnFQA8x,"['dance pop', 'edm', 'liquid funk', 'pop', 'tropical house', 'uk dance', 'uk funky']",2018,0.0,0.194,0.653,210773.0,0.809,0.0,0.0,0.165,-4.057,1.0,0.0474,92.213,4.0,0.55,,,,,,,,,,,,,,,,,,
410,Toy,Netta,6n2eIfLj0wOOUkUfNmYzlh,"['eurovision', 'israeli pop']",2018,0.0,0.0696,0.786,180231.0,0.712,0.0,3.0,0.236,-5.349,0.0,0.0677,130.144,4.0,0.795,,,,,,,,,,,,,,,,,,
411,Lost In Japan,Shawn Mendes,79esEXlqqmq0GPz0xQSZTV,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",2018,0.0,0.255,0.713,201200.0,0.738,0.0,10.0,0.106,-6.784,1.0,0.374,105.027,4.0,0.425,,,,,,,,,,,,,,,,,,
412,High On Life (feat. Bonn),Martin Garrix,4ut5G4rgB1ClpMTMfjoIuy,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",2018,0.0,0.0129,0.414,230762.0,0.486,0.0,6.0,0.111,-6.431,0.0,0.0311,128.038,4.0,0.368,,,,,,,,,,,,,,,,,,
413,Myself,Bazzi,5YLHLxoZsodDWjqSgjhBf3,"['pop', 'post-teen pop']",2018,0.0,0.465,0.745,167553.0,0.561,1.12e-06,9.0,0.0338,-5.513,0.0,0.072,195.918,4.0,0.902,,,,,,,,,,,,,,,,,,
