Title,Artist,id,artist_genres,is_single,total_tracks,release_date,day_of_week,release_season,Year,is_top100,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,words_count,stopwords_count,blobs_polarity,words_neg_count,words_pos_count,words_curse_count,avg_most_common_words_size,words_repeat_count,words_negative_pct,words_positive_pct,words_curse_pct,words_repeat_pct,stopwords_pct
rockstar,Post Malone,7wGoVu4Dady5GV0Sv4UIsx,"['dfw rap', 'melodic rap', 'rap']",0,1,2017-09-15,5,3,2017,1,0.13,0.5770000000000001,218320,0.522,9.03e-05,5,0.142,-6.5939999999999985,0,0.0984,159.77200000000005,4,0.119,2363.0,162,0,312,250,13,5.39,223,13.2,10.58,0.55,9.44,6.86
Heathens,Twenty One Pilots,6i0V12jOa3mr6uu4WYhUBr,"['modern rock', 'rock']",0,1,2016-06-16,4,2,2016,1,0.0841,0.732,195920,0.396,3.58e-05,4,0.105,-9.348,0,0.0286,90.024,4,0.5479999999999999,1686.0,131,0,264,400,0,5.37,163,15.66,23.72,0.0,9.67,7.77
Now Or Never,Halsey,0Nhu3zSYbEz32IYiobV75e,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",1,16,2017-06-02,5,2,2017,1,0.1,0.6629999999999999,214802,0.575,3.16e-06,6,0.133,-4.907,0,0.0458,110.04,4,0.458,1932.0,155,0,1296,1325,0,4.91,180,67.08,68.58,0.0,9.32,8.02
Caroline,Amine,7FB8l7UA1HKqnuSLjP9qDc,"['hip hop', 'pop rap', 'portland hip hop', 'rap']",1,15,2017-07-28,5,2,2017,1,0.174,0.952,209640,0.318,0.0,10,0.205,-10.357,1,0.467,120.077,4,0.665,2315.0,117,0,888,625,21,5.14,250,38.36,27.0,0.91,10.8,5.05
Rolex,Ayo Teo,0pSBuHjILhNEo55xK1zrRt,"['social media pop', 'trap']",0,1,2017-03-15,3,1,2017,1,0.0837,0.804,238587,0.8859999999999999,0.0,1,0.266,-2.512,1,0.04,144.946,4,0.789,2833.0,248,0,336,450,1,5.3,249,11.86,15.88,0.04,8.79,8.75
DNA,Kendrick Lamar,1roxa5NuYKiHtB3PiFHEsx,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",1,14,2017-12-08,5,4,2017,1,0.00449,0.636,185947,0.516,0.0,1,0.0948,-6.694,1,0.37,139.953,4,0.444,3436.0,195,0,576,475,13,6.27,317,16.76,13.82,0.38,9.23,5.68
Juju On That Beat TZ Anthem,Zay Hilfigerrr,1lItf5ZXJc1by9SbPeljFd,[],0,1,2016-09-30,5,3,2016,1,0.00381,0.807,144244,0.887,0.0,1,0.391,-3.892,1,0.275,160.517,4,0.78,1650.0,113,0,456,500,0,5.26,142,27.64,30.3,0.0,8.61,6.85
Swang,Rae Sremmurd,4VSVT9njJD3BsXIdCNHOVQ,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,14,2016-08-12,5,2,2016,1,0.225,0.672,208120,0.326,2.87e-05,8,0.101,-9.36,1,0.0634,140.00799999999998,4,0.154,1742.0,108,0,552,625,16,5.11,205,31.69,35.88,0.92,11.77,6.2
Passionfruit,Drake,7hDc8b7IXETo14hHIHdnhd,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",1,22,2017-03-18,6,1,2017,1,0.256,0.809,298941,0.463,0.085,11,0.109,-11.377,1,0.0396,111.98,4,0.364,1166.0,84,0,432,175,20,5.63,107,37.05,15.01,1.72,9.18,7.2
Praying,Kesha,0jdny0dhgjUwoIp5GkqEaA,"['dance pop', 'electropop', 'pop', 'post-teen pop']",1,14,2017-08-11,5,2,2017,1,0.491,0.5760000000000001,230267,0.39,0.0,10,0.111,-7.202000000000001,1,0.0297,73.433,4,0.319,1372.0,104,0,312,300,2,5.43,121,22.74,21.87,0.15,8.82,7.58
goosebumps,Travis Scott,6gBFPUFcJLzWGx4lenP6h2,['rap'],1,14,2016-09-16,5,3,2016,1,0.0847,0.841,243837,0.728,0.0,7,0.149,-3.37,1,0.0484,130.049,4,0.43,2669.0,163,0,168,300,4,5.31,271,6.29,11.24,0.15,10.15,6.11
Cold,Maroon 5,21TdkDRXuAB3k90ujRU1et,"['pop', 'pop rock']",1,21,2017-11-03,5,3,2017,1,0.118,0.6970000000000001,234308,0.716,0.0,9,0.0424,-6.2879999999999985,0,0.113,99.905,4,0.506,2639.0,164,-1,1728,275,1,5.37,277,65.48,10.42,0.04,10.5,6.21
Broccoli,DRAM,4a87wpeqAcOv03pYihEzku,"['pop rap', 'rap', 'trap']",0,1,2016-09-05,1,3,2016,1,0.236,0.8859999999999999,225205,0.525,0.0,8,0.057,-7.39,1,0.131,145.99,4,0.708,2712.0,189,0,312,350,25,5.36,258,11.5,12.91,0.92,9.51,6.97
Slide,Calvin Harris,6gpcs5eMhJwax4mIfKDYQk,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",0,1,2017-02-24,5,4,2017,1,0.498,0.736,230813,0.795,1.21e-06,1,0.254,-3.299,0,0.0545,104.066,4,0.511,2425.0,176,0,216,375,4,5.63,218,8.91,15.46,0.16,8.99,7.26
What Ifs,Kane Brown,7zVCrzzEJU7u24sbJPXA5W,"['contemporary country', 'country road']",1,11,2016-12-02,5,4,2016,1,0.00898,0.612,188253,0.799,0.0,10,0.172,-4.603,1,0.0275,125.976,4,0.687,1690.0,123,0,240,375,1,4.68,158,14.2,22.19,0.06,9.35,7.28
Chained To The Rhythm,Katy Perry,6520aj0B4FSKGVuKNsOCOi,"['dance pop', 'pop', 'post-teen pop']",1,15,2017-06-09,5,2,2017,1,0.0733,0.448,237734,0.8009999999999999,0.0,0,0.146,-5.363,1,0.165,189.798,4,0.462,2601.0,215,0,384,650,3,5.39,238,14.76,24.99,0.12,9.15,8.27
Feels,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",1,10,2017-06-30,5,2,2017,1,0.0642,0.893,223413,0.745,0.0,11,0.0943,-3.105,0,0.0571,101.018,4,0.872,2240.0,153,0,864,675,3,5.58,216,38.57,30.13,0.13,9.64,6.83
All Time Low,Jon Bellion,1CnPYaKxTVb4LWOtiGOm0m,"['pop', 'pop rap']",1,14,2016-06-10,5,2,2016,1,0.0584,0.617,217603,0.5670000000000001,0.0,0,0.0933,-4.188,1,0.0828,90.246,4,0.505,1028.0,62,0,288,225,6,5.67,73,28.02,21.89,0.58,7.1,6.03
Hurricane,Luke Combs,6xHI9KjUjYT0FPtGO8Mxa1,['contemporary country'],1,12,2017-06-02,5,2,2017,1,0.0153,0.464,222533,0.813,0.0,10,0.254,-6.185,1,0.0416,75.975,4,0.516,1499.0,100,0,144,350,0,5.2,151,9.61,23.35,0.0,10.07,6.67
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,"['pop', 'post-teen pop', 'uk pop']",1,14,2017-11-03,5,3,2017,1,0.64,0.6809999999999999,201000,0.3720000000000001,0.0,5,0.16899999999999998,-8.237,1,0.0432,91.873,4,0.476,1803.0,138,0,1008,1250,0,5.05,150,55.91,69.33,0.0,8.32,7.65
Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,"['alternative r&b', 'pop']",1,15,2017-04-27,4,1,2017,1,0.199,0.7979999999999999,202547,0.539,1.66e-05,1,0.165,-6.351,1,0.0421,136.94899999999998,4,0.394,1418.0,70,0,144,175,0,5.56,168,10.16,12.34,0.0,11.85,4.94
Magnolia,Playboi Carti,4gUQE7JiIwnQKde4RtKytB,"['atl hip hop', 'hip hop', 'rap', 'trap', 'underground hip hop']",1,15,2017-04-14,5,1,2017,1,0.0115,0.795,181812,0.584,0.0,11,0.52,-7.322,0,0.29,163.005,4,0.452,2171.0,137,0,360,0,20,5.06,223,16.58,0.0,0.92,10.27,6.31
Love Galore,SZA,0q75NwOoFiARAVp4EXU4Bs,"['pop', 'pop rap', 'rap']",1,14,2017-06-09,5,2,2017,1,0.111,0.795,275080,0.594,0.0,0,0.162,-6.2,1,0.0747,135.002,4,0.409,2471.0,161,0,648,525,9,5.28,245,26.22,21.25,0.36,9.92,6.52
Drowning,A Boogie Wit da Hoodie,6Q2FftbUG530lCtBI74bMH,"['melodic rap', 'pop rap', 'rap', 'trap']",0,1,2017-03-09,4,1,2017,1,0.501,0.8390000000000001,209269,0.81,0.0,5,0.117,-5.274,0,0.0568,129.014,4,0.8140000000000001,2703.0,189,0,168,225,23,5.8,251,6.22,8.32,0.85,9.29,6.99
Starving,Hailee Steinfeld,2zDt2TfQbxiSPjTVJTgbwz,"['dance pop', 'pop', 'post-teen pop']",0,1,2016-07-22,5,2,2016,1,0.409,0.7240000000000001,181880,0.628,0.0,4,0.105,-4.2189999999999985,1,0.0962,99.898,4,0.524,1572.0,103,0,528,675,3,5.5,134,33.59,42.94,0.19,8.52,6.55
Both,Gucci Mane,5tFep7dXGd7vEJ668wTPux,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,13,2016-12-16,5,4,2016,1,0.119,0.85,190312,0.405,0.000118,7,0.0707,-7.508999999999999,0,0.225,139.976,4,0.344,1959.0,137,0,288,475,7,5.42,177,14.7,24.25,0.36,9.04,6.99
What About Us,Pink,31MkGwj0SWgZaTvEt5Hgxv,"['dance pop', 'pop', 'post-teen pop']",0,1,2017-08-10,4,2,2017,1,0.0254,0.386,271520,0.594,3.03e-06,1,0.0873,-6.186,1,0.0565,113.843,4,0.187,1505.0,135,0,288,400,0,5.64,117,19.14,26.58,0.0,7.77,8.97
Swalla,Jason Derulo,6kex4EBAj0WHXDKZMEJaaF,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",0,1,2017-02-23,4,4,2017,1,0.075,0.696,216409,0.8170000000000001,0.0,1,0.187,-3.862,1,0.109,98.064,4,0.782,2296.0,96,0,480,275,4,5.46,242,20.91,11.98,0.17,10.54,4.18
Slippery,Migos,6p8NuHm8uCGnn2Dtbtf7zE,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,13,2017-01-27,5,4,2017,1,0.307,0.92,304041,0.674,0.0,1,0.104,-5.662000000000001,0,0.264,141.967,4,0.741,4121.0,245,0,624,875,21,5.45,403,15.14,21.23,0.51,9.78,5.95
Sign of the Times,Harry Styles,5Ohxk2dO5COHF1krpoPigN,"['pop', 'post-teen pop']",1,10,2017-05-12,5,1,2017,1,0.0275,0.516,340707,0.595,0.0,5,0.109,-4.63,1,0.0313,119.972,4,0.222,1766.0,116,0,576,450,0,5.19,162,32.62,25.48,0.0,9.17,6.57
Water Under The Bridge,Adele,7xfzwPasShmaPL7gB7va3J,"['british soul', 'pop', 'uk pop']",1,11,2015-11-20,5,3,2015,1,0.0142,0.59,240439,0.833,5.35e-06,5,0.105,-6.502999999999999,0,0.0615,94.963,4,0.537,1845.0,154,0,168,175,0,4.94,159,9.11,9.49,0.0,8.62,8.35
Malibu,Miley Cyrus,1UZOjK1BwmwWU14Erba9CZ,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",1,11,2017-09-29,5,3,2017,1,0.0767,0.573,231907,0.7809999999999999,2.64e-05,8,0.0813,-6.4060000000000015,1,0.0555,139.934,4,0.343,1232.0,100,0,240,125,0,5.22,108,19.48,10.15,0.0,8.77,8.12
Down,Marian Hill,2dqLk7ezV15LEJEwUmEbXB,['electropop'],1,24,2016-06-20,1,2,2016,1,0.684,0.593,197773,0.362,0.00294,0,0.125,-14.701,0,0.273,169.998,4,0.0522,1941.0,182,0,96,175,0,5.13,168,4.95,9.02,0.0,8.66,9.38
No Promises,Cheat Codes,1louJpMmzEicAn7lzDalPW,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']",0,1,2017-03-31,5,1,2017,1,0.0575,0.741,223504,0.667,0.0,10,0.106,-5.445,1,0.134,112.956,4,0.595,1106.0,79,0,168,300,0,5.22,94,15.19,27.12,0.0,8.5,7.14
Treat You Better,Shawn Mendes,3AFfyUXTfj12PgrOkZiiJo,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",1,13,2017-04-20,4,1,2017,1,0.13,0.748,187973,0.8190000000000001,0.0,10,0.111,-4.032,0,0.198,110.645,3,0.792,1362.0,126,0,360,325,0,5.31,109,26.43,23.86,0.0,8.0,9.25
I Get the Bag,Gucci Mane,1XRgIKC5TPwo7nWGyKqgG0,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,17,2017-10-13,5,3,2017,1,0.0232,0.89,233087,0.633,0.000343,11,0.0993,-5.475,1,0.168,139.94799999999998,4,0.425,3511.0,291,0,264,250,18,5.64,273,7.52,7.12,0.51,7.78,8.29
Small Town Boy,Dustin Lynch,2YMhrXQYKkm4kXLcXKKd5z,"['contemporary country', 'country', 'country road', 'modern country rock']",1,13,2017-09-08,5,3,2017,1,0.0251,0.5539999999999999,205733,0.743,0.0,9,0.359,-6.016,1,0.0287,72.997,4,0.6729999999999999,1733.0,133,0,384,325,2,4.86,174,22.16,18.75,0.12,10.04,7.67
Everyday We Lit,YFN Lucci,2KtGuSoEszAKKjF7Yovhcg,"['atl hip hop', 'atl trap', 'melodic rap', 'rap', 'southern hip hop', 'trap']",0,1,2017-05-11,4,1,2017,1,0.13,0.746,236923,0.653,0.0,7,0.17,-4.691,1,0.0574,155.947,4,0.607,2429.0,193,0,672,425,27,5.09,218,27.67,17.5,1.11,8.97,7.95
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,"['dance pop', 'pop', 'post-teen pop']",0,1,2017-08-03,4,2,2017,1,0.18600000000000005,0.768,216897,0.517,3.8e-05,7,0.104,-4.323,0,0.0312,104.992,4,0.418,1972.0,127,0,96,125,1,5.18,190,4.87,6.34,0.05,9.63,6.44
What Lovers Do,Maroon 5,3hBBKuWJfxlIlnd9QFoC8k,"['pop', 'pop rock']",1,21,2017-11-03,5,3,2017,1,0.0786,0.795,199849,0.615,2.98e-06,5,0.0855,-5.211,0,0.0671,110.009,4,0.393,1648.0,155,1,528,400,0,4.85,125,32.04,24.27,0.0,7.58,9.41
do re mi,blackbear,22Y3qQ0mtEPhmCosbdBaZ3,"['pop', 'pop rap']",0,1,2017-07-28,5,2,2017,1,0.0058,0.7390000000000001,233705,0.6629999999999999,0.0,8,0.212,-6.331,1,0.0601,112.025,3,0.196,1769.0,122,0,984,350,16,5.46,159,55.62,19.79,0.9,8.99,6.9
Look At Me,XXXTENTACION,7floNISpH8VF4z4459Qo18,"['emo rap', 'miami hip hop']",0,1,2017-02-20,1,4,2017,1,0.259,0.763,126346,0.726,0.0,1,0.0976,-6.405,1,0.282,139.059,4,0.349,1069.0,93,0,0,0,25,5.02,111,0.0,0.0,2.34,10.38,8.7
The Fighter,Keith Urban,4Iw8bM0BCRmrN778ZODnJa,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",1,13,2016-12-16,5,4,2016,1,0.0224,0.6809999999999999,184040,0.856,0.0,11,0.188,-5.166,0,0.0517,132.011,4,0.755,1760.0,110,0,1608,175,0,4.98,157,91.36,9.94,0.0,8.92,6.25
Gods Plan,Drake,6DCZcSspjsKoFjzjrWoCdn,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",1,25,2018-06-29,5,2,2018,1,0.0332,0.754,198973,0.449,8.290000000000001e-05,7,0.552,-9.211,1,0.109,77.169,4,0.35700000000000004,1657.0,103,0,504,175,0,5.39,151,30.42,10.56,0.0,9.11,6.22
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,"['pop', 'uk pop']",1,16,2017-03-03,5,1,2017,1,0.163,0.599,263400,0.448,0.0,8,0.106,-6.312,1,0.0232,95.05,3,0.168,1409.0,115,1,336,525,3,5.47,127,23.85,37.26,0.21,9.01,8.16
Meant to Be,Bebe Rexha,7iDa6hUg2VgEL1o1HjmfBn,"['dance pop', 'electropop', 'pop', 'post-teen pop']",0,6,2017-08-11,5,2,2017,1,0.047,0.643,163870,0.7829999999999999,0.0,10,0.083,-6.457999999999998,1,0.0856,154.084,4,0.579,1572.0,146,0,624,400,0,4.85,144,39.69,25.45,0.0,9.16,9.29
Havana,Camila Cabello,1rfofaqEpACxVEHIZBJe6W,"['dance pop', 'pop', 'post-teen pop']",1,11,2018-01-12,5,4,2018,1,0.184,0.765,217307,0.523,3.5600000000000005e-05,2,0.132,-4.333,1,0.03,104.988,4,0.394,1972.0,127,0,96,125,1,5.18,190,4.87,6.34,0.05,9.63,6.44
rockstar,Post Malone,0e7ipj03S05BNilyu5bRzt,"['dfw rap', 'melodic rap', 'rap']",1,18,2018-04-27,5,1,2018,1,0.124,0.585,218147,0.52,7.01e-05,5,0.131,-6.136,0,0.0712,159.80100000000004,4,0.129,2363.0,162,0,312,250,13,5.39,223,13.2,10.58,0.55,9.44,6.86
Psycho,Post Malone,3swc6WTsr7rl9DqQKQA55C,"['dfw rap', 'melodic rap', 'rap']",1,18,2018-04-27,5,1,2018,1,0.546,0.75,221440,0.56,0.0,8,0.111,-8.094,1,0.105,140.06,4,0.459,2667.0,166,0,912,250,7,5.18,269,34.2,9.37,0.26,10.09,6.22
I Like It,Cardi B,58q2HKrzhC3ozto2nDdN4z,"['pop', 'pop rap', 'rap']",1,13,2018-04-06,5,1,2018,1,0.099,0.816,253390,0.726,0.0,5,0.3720000000000001,-3.998,0,0.129,136.048,4,0.65,3709.0,135,0,552,275,8,5.57,422,14.88,7.41,0.22,11.38,3.64
The Middle,Zedd,09IStsImFySgyp0pIQdqAc,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",0,1,2018-01-23,2,4,2018,1,0.171,0.753,184732,0.657,0.0,7,0.112,-3.0610000000000004,1,0.0449,107.01,4,0.4370000000000001,1746.0,148,0,264,125,0,5.65,160,15.12,7.16,0.0,9.16,8.48
In My Feelings,Drake,2G7V7zsVDxg1yRsu7Ew9RJ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",1,25,2018-06-29,5,2,2018,1,0.0589,0.835,217925,0.626,6e-05,1,0.396,-5.832999999999998,1,0.125,91.03,4,0.35,2326.0,171,0,312,425,16,5.44,201,13.41,18.27,0.69,8.64,7.35
Girls Like You,Maroon 5,6FRLCMO5TUHTexlWo8ym1W,"['pop', 'pop rock']",0,1,2018-05-30,3,1,2018,1,0.568,0.851,235545,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,0.448,2762.0,139,0,240,475,1,5.21,338,8.69,17.2,0.04,12.24,5.03
Nice For What,Drake,3CA9pLiwRIGtUBiMjbZmRw,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",1,25,2018-06-29,5,2,2018,1,0.0891,0.586,210747,0.909,0.000109,8,0.119,-6.474,1,0.0705,93.394,4,0.757,3050.0,238,0,816,600,10,5.43,276,26.75,19.67,0.33,9.05,7.8
Lucid Dreams,Juice WRLD,0s3nnoMeVWz3989MkNQiRf,"['chicago rap', 'melodic rap']",1,16,2018-05-23,3,1,2018,1,0.349,0.511,239836,0.5660000000000001,0.0,6,0.34,-7.23,0,0.2,83.90299999999998,4,0.218,2718.0,201,0,1104,575,2,5.44,246,40.62,21.16,0.07,9.05,7.4
Better Now,Post Malone,7dt6x5M1jzdTEt8oCbisTK,"['dfw rap', 'melodic rap', 'rap']",1,18,2018-04-27,5,1,2018,1,0.331,0.68,231267,0.578,0.0,10,0.135,-5.8039999999999985,1,0.04,145.03799999999995,4,0.341,2480.0,176,0,1032,675,1,5.36,218,41.61,27.22,0.04,8.79,7.1
Finesse Remix,Bruno Mars,3Vo4wInECJQuz9BIBMOu8i,"['dance pop', 'pop', 'post-teen pop']",0,1,2017-12-20,3,4,2017,1,0.0185,0.7040000000000001,217289,0.8590000000000001,0.0,5,0.0215,-4.877,0,0.0996,105.115,4,0.926,2423.0,192,0,528,1200,3,5.26,224,21.79,49.53,0.12,9.24,7.92
Bood Up,Ella Mai,0At2qAoaVjIwWNAqrscXli,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",0,6,2017-02-22,3,4,2017,1,0.0862,0.561,256064,0.779,0.0,10,0.078,-5.107,0,0.0531,81.965,4,0.235,2032.0,124,0,696,700,0,5.17,193,34.25,34.45,0.0,9.5,6.1
New Rules,Dua Lipa,6tF92PMv01Ug9Dh8Rmy6nH,"['dance pop', 'pop', 'uk pop']",1,12,2017-06-02,5,2,2017,1,0.0026100000000000003,0.762,209320,0.7,1.56e-05,9,0.153,-6.021,0,0.0694,116.073,4,0.608,2164.0,135,0,480,575,1,5.32,204,22.18,26.57,0.05,9.43,6.24
SAD,XXXTENTACION,3ee8Jmje8o58CHK66QrVC2,"['emo rap', 'miami hip hop']",1,18,2018-03-16,5,1,2018,1,0.258,0.74,166606,0.613,0.00372,8,0.123,-4.88,1,0.145,75.023,4,0.473,1227.0,41,-1,768,625,1,5.5,112,62.59,50.94,0.08,9.13,3.34
Never Be the Same,Camila Cabello,4eWQlBRaTjPPUlzacqEeoQ,"['dance pop', 'pop', 'post-teen pop']",1,11,2018-01-12,5,4,2018,1,0.181,0.637,226973,0.713,0.000637,0,0.13699999999999998,-4.333,1,0.0747,129.923,4,0.243,2052.0,163,0,864,475,0,5.53,185,42.11,23.15,0.0,9.02,7.94
Love Lies,Khalid,45Egmo7icyopuzJN0oMEdk,"['alternative r&b', 'pop']",0,1,2018-02-14,3,4,2018,1,0.0956,0.708,201707,0.648,0.0,6,0.134,-5.626,1,0.0449,143.955,4,0.338,2061.0,164,0,480,300,3,5.28,193,23.29,14.56,0.15,9.36,7.96
no tears left to cry,Ariana Grande,2qT1uLXPVPzGgFOx4jtEuo,"['dance pop', 'pop', 'post-teen pop']",1,15,2018-08-17,5,2,2018,1,0.04,0.6990000000000001,205920,0.713,3.11e-06,9,0.294,-5.5070000000000014,0,0.0594,121.993,4,0.354,2252.0,177,0,528,625,0,4.98,212,23.45,27.75,0.0,9.41,7.86
Mine,Bazzi,7uzmGiiJyRfuViKKK3lVmR,"['pop', 'post-teen pop']",1,16,2018-04-12,4,1,2018,1,0.0161,0.71,131064,0.789,2.77e-06,4,0.451,-3.874,1,0.0722,142.929,4,0.7170000000000001,993.0,73,0,96,200,2,5.28,98,9.67,20.14,0.2,9.87,7.35
Thunder,Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,"['modern rock', 'rock']",1,12,2017-06-23,5,2,2017,1,0.00671,0.605,187147,0.8220000000000001,0.134,0,0.147,-4.833,1,0.0438,167.997,4,0.28800000000000003,1494.0,66,0,120,400,2,5.67,149,8.03,26.77,0.13,9.97,4.42
Look Alive,BlocBoy JB,4qKcDkK6siZ7Jp1Jb4m0aL,"['rap', 'southern hip hop', 'trap', 'vapor trap']",0,1,2018-02-09,5,4,2018,1,0.00104,0.922,181263,0.581,5.86e-05,10,0.105,-7.495,1,0.27,140.02200000000002,4,0.595,2418.0,167,0,264,225,28,5.52,228,10.92,9.31,1.16,9.43,6.91
Delicate,Taylor Swift,6NFyWDv5CjfwuzoCkw47Xf,"['dance pop', 'pop', 'post-teen pop']",1,15,2017-11-10,5,3,2017,1,0.21600000000000005,0.75,232253,0.404,0.000357,9,0.0911,-10.178,0,0.0682,95.045,4,0.0499,2374.0,188,0,384,550,2,5.07,235,16.18,23.17,0.08,9.9,7.92
Yes Indeed,Lil Baby,6vN77lE9LK6HP2DewaN6HZ,"['atl hip hop', 'atl trap', 'rap']",1,17,2018-05-18,5,1,2018,1,0.035,0.964,142273,0.34600000000000003,0.0,5,0.108,-9.309,0,0.53,119.958,4,0.562,2016.0,133,0,384,275,6,5.5,192,19.05,13.64,0.3,9.52,6.6
FRIENDS,Marshmello,08bNPGLD8AhKpnnERrAc6G,"['brostep', 'pop', 'progressive electro house']",0,1,2018-02-09,5,4,2018,1,0.205,0.626,202621,0.88,0.0,9,0.128,-2.384,0,0.0504,95.079,4,0.534,1775.0,123,0,336,200,0,5.26,178,18.93,11.27,0.0,10.03,6.93
Bad At Love,Halsey,7y9iMe8SOB6z3NoHE2OfXl,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",1,16,2017-06-02,5,2,2017,1,0.0604,0.675,181279,0.7509999999999999,0.0,0,0.0893,-3.539,1,0.0296,118.384,4,0.612,2024.0,121,0,1200,775,1,5.35,196,59.29,38.29,0.05,9.68,5.98
Taste,Tyga,5IaHrVsrferBYDm0bDyABy,"['pop rap', 'rap', 'trap']",0,1,2018-05-16,3,1,2018,1,0.0236,0.884,232959,0.5589999999999999,0.0,0,0.101,-7.442,1,0.12,97.994,4,0.342,3179.0,214,0,240,250,23,5.39,331,7.55,7.86,0.72,10.41,6.73
Let You Down,NF,52okn5MNA47tk87PeZJLEL,"['hip hop', 'pop rap', 'rap']",1,16,2017-10-06,5,3,2017,1,0.312,0.662,212120,0.7140000000000001,0.0,5,0.179,-5.68,0,0.121,147.997,4,0.464,2770.0,177,0,840,700,1,5.39,263,30.32,25.27,0.04,9.49,6.39
No Limit,G-Eazy,2Xqd0wUttjueBfdcltADOv,"['indie pop rap', 'pop rap', 'rap']",0,1,2017-09-07,4,3,2017,1,0.0117,0.838,245387,0.7709999999999999,0.0,1,0.0853,-3.791,1,0.244,175.957,4,0.405,3455.0,218,0,240,1575,44,5.18,329,6.95,45.59,1.27,9.52,6.31
FEFE,6ix9ine,4QIyEq7TcTdAcxjI2AFlAK,"['emo rap', 'rap', 'trap']",1,13,2018-11-27,2,3,2018,1,0.08800000000000001,0.931,179405,0.387,0.0,1,0.136,-9.127,1,0.412,125.978,4,0.376,2346.0,134,0,432,525,15,4.95,258,18.41,22.38,0.64,11.0,5.71
Tequila,Dan-Shay,7Il2yWQmsqKgSkLQvHTPUI,"['contemporary country', 'pop']",0,1,2018-01-10,3,4,2018,1,0.0292,0.474,195987,0.594,0.0,11,0.133,-5.756,1,0.0289,86.131,4,0.503,1314.0,79,0,312,150,0,5.31,127,23.74,11.42,0.0,9.67,6.01
Feel It Still,Portugal The Man,6QgjcU0zLnzq5OrUoSZ3OK,"['indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",1,10,2017-06-16,5,2,2017,1,0.0417,0.8009999999999999,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,0.754,1502.0,132,0,720,450,0,4.97,126,47.94,29.96,0.0,8.39,8.79
motor sport,Migos,4wFjTWCunQFKtukqrNijEt,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,24,2018-01-26,5,4,2018,1,0.0305,0.904,303077,0.518,0.0,2,0.325,-5.32,1,0.183,137.996,4,0.188,4726.0,307,0,1080,550,14,5.3,472,22.85,11.64,0.3,9.99,6.5
I Like Me Better,Lauv,1wjzFQodRWrPcQ0AnYnvQ9,"['pop', 'post-teen pop']",0,1,2017-05-19,5,1,2017,1,0.535,0.752,197437,0.505,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,0.419,1259.0,97,0,120,175,3,4.98,113,9.53,13.9,0.24,8.98,7.7
